target,INCOME_TYPE,EDUCATION_,CUSTOMER_CATEGORY_,income,DEPENDANT_NUMBER,IS_EMPL,COUNT_ACTIVE_CREDIT_NO_CC,CNT_MNTH_FROM_LAST_PMNT,age,experience,inquiry_14_day,inquiry_21_day,count_mnth_act_passport,UID
0,OTHER,elementary,,65000,0,0,1,0.3763664875,52.289617486,2.0856126956,1,1,4.325136612,14975
0,2NDFL,beginner,,55091,0,0,0,,27.721311475,1.6128452728,1,1,7.032023355,14976
0,OTHER,elementary,Corporate,71350,0,1,0,3.953561828,33.881518078,0.5774084887,0,0,8.6267235572,14981
0,OTHER,high,Corporate,68157,0,1,1,0.5297491039,36.568306011,1.7072086234,0,0,10.581181226,14985
0,OTHER,beginner,Corporate,54297,0,1,1,0.8618951613,39.980874317,0.5655737705,0,0,11.608743169,14986
0,OTHER,advanced,Corporate,35693,0,1,0,2.6017697133,45.302545101,0.836791676,0,1,0.2759562842,14992
0,OTHER,advanced,,31100,0,0,0,24.890098566,34.008219178,2.501369863,0,0,6.0493150685,14996
0,OTHER,elementary,Corporate,10313,0,1,0,18.989829749,46.465468972,6.2901265065,0,0,1.3230032188,15000
0,OTHER,advanced,Corporate,29133,0,1,,,41.48407815,2.5635302044,,,0.8375028071,15007
0,OTHER,elementary,Corporate,79699,0,1,,,30.956164384,4.9410884048,,,3.8438356164,15022
0,2NDFL,elementary,,54713,0,0,0,2.0895609319,42.255790104,10.140721611,0,0,10.592776405,15026
0,2NDFL,elementary,,48024,0,0,0,,34.723497268,2.4276068568,1,1,11.857743843,15033
0,OTHER,advanced,VIP,100000,0,0,0,9.4063844086,42.202455274,5.139441575,0,0,9.9832771914,15034
0,2NDFL,high,,36483,0,0,0,,27.033236021,1.1921401302,1,1,6.7126880755,15035
0,OTHER,elementary,Corporate,93728,0,1,1,0.4132168459,27.401542032,3.8551912568,0,0,7.0152406617,15038
0,OTHER,elementary,Corporate,42767,0,1,,,33.032532375,5.5762482222,,,11.44109589,15040
0,2NDFL,elementary,,67942,0,0,,,30.036963845,0.3333333333,,,9.4342241186,15052
0,OTHER,advanced,Corporate,42214,0,1,,,39.967123288,2.5671232877,,,9.6684931507,15053
0,OTHER,high,Corporate,27068,0,1,2,0.4343189964,48.735084961,5.0282356464,0,0,3.5076877012,15055
0,OTHER,high,Corporate,27068,0,1,2,0.4343189964,48.735084961,5.0282356464,0,0,3.5076877012,15057
0,OTHER,elementary,Corporate,11152,0,1,0,,41.587296953,0.2950819672,0,0,11.477707912,15070
0,OTHER,elementary,Corporate,40049,0,1,0,0.4032258065,44.224043716,1.6888464705,0,0,9.9135040048,15078
0,OTHER,elementary,Corporate,164361,0,1,0,24.788351254,50.379077775,2.055790104,0,0,3.4092147616,15081
0,OTHER,elementary,Corporate,41348,0,1,,,52.724635077,2.0287446665,,,7.5327868852,15083
0,OTHER,beginner,Corporate,66143,0,1,,,29.742375926,1.1012800359,,,2.5560745565,15085
0,OTHER,elementary,,60000,0,0,,,25.620113781,1.4998952017,,,5.5217531252,15091
0,2NDFL,advanced,,13786,0,0,0,,43.02396886,5.5856126956,1,1,9.0020510517,15102
0,OTHER,advanced,Corporate,51982,0,1,0,,49.692297328,1.226543903,0,0,4.6101055468,15105
0,OTHER,advanced,Corporate,47576,0,1,2,0.9180555556,43.854794521,3.3917808219,1,1,9.9780821918,15108
0,OTHER,advanced,Corporate,47576,0,1,2,0.9180555556,43.854794521,3.3917808219,1,1,9.9780821918,15109
0,OTHER,advanced,Corporate,41160,0,1,,,28.609289617,1.5594206153,,,8.043715847,15121
0,OTHER,advanced,Corporate,56786,0,1,0,0.5399641577,39.871584699,4.2868852459,1,1,10.075866457,15127
0,OTHER,elementary,Corporate,63770,0,1,0,1.14390681,31.597260274,1.8219178082,0,1,9.7205479452,15134
0,OTHER,elementary,,55000,0,0,0,0.4120967742,27.68852459,1.9633505502,0,1,7.042802605,15140
0,OTHER,elementary,Corporate,25436,0,1,1,1.2064740143,30.750684932,3.0493150685,1,1,10.723287671,15152
0,OTHER,advanced,,120000,0,0,0,0.7350358423,36.740437158,3.3178531327,0,0,10.715113407,15157
0,OTHER,elementary,,100000,0,0,1,0.4774865591,42.484931507,7.0904109589,0,0,10.8,15161
0,OTHER,elementary,,150000,0,0,0,0.5073252688,46.394879856,8.7595628415,0,0,1.3400853357,15163
0,OTHER,elementary,Corporate,110000,0,0,0,1.6034722222,32.983943409,0.7571674527,0,0,9.6273972603,15165
0,2NDFL,elementary,,88530,0,0,0,11.306989247,56.956680889,8.9155849989,0,0,10.767639793,15167
0,2NDFL,elementary,,88530,0,0,0,11.306989247,56.956680889,8.9155849989,0,0,10.767639793,15168
0,OTHER,elementary,,120000,0,0,,,31.353424658,2.2301369863,,,1.3808219178,15177
0,2NDFL,elementary,,247793,0,0,1,0.9865815412,38.271232877,0.456905457,0,0,6.5890410959,15182
0,OTHER,advanced,,16000,0,0,1,1.3419354839,50.816797664,9.5400853357,0,0,5.7894004042,15190
0,2NDFL,elementary,Corporate,241009,0,0,0,0.7978046595,35.193487536,4.1284153005,0,0,9.3825286324,15192
0,OTHER,advanced,Corporate,35755,0,1,1,0.4747983871,33.366838835,3.9398907104,0,0,9.1640991092,15194
0,OTHER,elementary,Corporate,62736,0,1,1,0.6909274194,33.474810989,7.3652219478,0,0,8.6120218579,15196
0,OTHER,advanced,Corporate,29724,0,1,0,11.153584229,47.178082192,7.3753424658,0,0,2.104109589,15200
0,OTHER,elementary,,80000,0,0,,,28.230136986,3.3150684932,,,5.8767123288,15201
0,OTHER,elementary,,30000,0,0,,,29.13734561,4.5792349727,,,0.8935099933,15204
0,OTHER,elementary,Corporate,170787,0,0,0,14.599775986,38.167123288,0.3917808219,1,1,5.6933078823,15209
0,2NDFL,elementary,,106987,0,0,1,0.5012320789,28.683060109,1.2665918108,0,0,8.1639344262,15210
0,OTHER,advanced,Corporate,10000,0,0,1,1.8252464158,46.330818175,5.5856126956,2,2,0.9116400928,15215
0,OTHER,advanced,Corporate,104449,0,1,,,42.452054795,0.4408937795,,,9.4054794521,15223
0,OTHER,elementary,Corporate,124015,0,1,0,4.1485215054,30.093667191,4.1448087432,0,0,6.0553110263,15225
0,OTHER,elementary,Corporate,27551,0,1,0,5.4667562724,31.717808219,5.4575342466,0,0,4.4980612321,15226
0,2NDFL,elementary,,100879,0,0,0,0.3810707885,44.650497792,3.5683060109,0,0,11.978142077,15234
0,OTHER,elementary,Corporate,162860,0,1,1,0.700515233,27.967213115,4.0601092896,0,0,7.8743169399,15237
0,OTHER,elementary,,127000,0,0,0,1.0571012545,48.918496893,14.940414702,0,0,3.868852459,15241
0,OTHER,advanced,,35000,0,0,1,6.6675179211,43.632876712,13.287671233,0,0,9.9835616438,15252
0,2NDFL,beginner,,,0,1,,,33.436963845,5.080799461,,,8.4890710383,15253
0,2NDFL,elementary,,28178,0,0,2,0.3758512545,31.323287671,4.0383561644,0,0,9.046784939,15255
0,2NDFL,elementary,,28178,0,0,2,0.3758512545,31.323287671,4.0383561644,0,0,9.046784939,15256
0,2NDFL,elementary,,19608,0,0,0,8.5375896057,28.42656636,5.2219178082,0,0,8.1560745565,15259
0,OTHER,advanced,Corporate,15192,0,1,0,,35.412568306,22.25136612,,,12.202185792,15285
0,OTHER,elementary,Corporate,172586,0,1,0,0.3739919355,30.971202934,1.9849015645,0,1,9.8095590987,15286
0,OTHER,advanced,,40000,0,0,0,-0.588799283,40.254794521,8.6520547945,1,1,9.8821917808,15289
0,OTHER,elementary,,25000,0,0,1,1.6952508961,25.734246575,2.6547945205,0,0,5.6136986301,15294
0,OTHER,elementary,Corporate,26761,0,1,1,0.3114695341,34.523332585,6.3178531327,0,1,9.3151134067,15296
0,OTHER,elementary,Corporate,68650,0,1,1,0.3810035842,26.812852758,2.2813459091,0,0,6.2046335804,15297
0,OTHER,elementary,Corporate,104400,0,1,,,31.313676173,2.3438131597,,,9.1191556254,15301
0,OTHER,elementary,Corporate,142280,0,1,1,0.8531586022,34.562819073,0.8943259226,0,0,9.9792574294,15306
0,OTHER,advanced,Corporate,30000,0,1,1,1.0545698925,47.356164384,18.564383562,0,0,2.0328767123,15312
0,OTHER,elementary,,95000,1,0,0,22.304659498,37.278965491,3.0926641216,1,3,8.0683060109,15313
0,OTHER,elementary,,56000,0,0,0,2.6356630824,31.306849315,7.2904109589,0,0,9.1561643836,15321
0,2NDFL,advanced,,20510,0,0,,,42.75890411,0.8181375851,,,4.7470993338,15322
0,OTHER,elementary,Corporate,196897,0,0,1,0.3762096774,37.715068493,12.063013699,2,2,12.419178082,15326
0,OTHER,elementary,,60000,0,0,1,0.6992607527,29.802253163,5.3885545325,1,1,7.2650273224,15331
0,OTHER,elementary,Corporate,43039,0,1,0,3.8929435484,27.93715847,2.6092147616,0,0,7.7240437158,15333
0,2NDFL,elementary,,56394,0,0,0,0.597468638,27.695890411,6.3917808219,1,1,7.6547945205,15334
0,2NDFL,elementary,Corporate,,0,1,,,51.980859346,5.0849689348,,,6.7644209896,15348
0,OTHER,advanced,Corporate,76894,0,1,,,29.831484393,7.0424432967,,,7.4260049405,15353
0,OTHER,elementary,,40000,0,0,0,7,32.193989071,1.7839209522,0,1,4.4262295082,15354
0,2NDFL,elementary,,,0,1,,,31.14381316,4.9273748035,,,9.8205254884,15355
0,OTHER,elementary,,150000,0,0,,,47.035616438,3.904109589,,,1.9890410959,15362
0,OTHER,advanced,Corporate,23454,0,1,,,38.945205479,0.73310128,,,10.087671233,15369
0,OTHER,beginner,,50000,0,0,,,41.912328767,8.0383561644,,,10.876712329,15377
0,OTHER,advanced,Corporate,71752,0,1,1,0.7590277778,44.183060109,11.994535519,0,0,9.2563066098,15380
0,OTHER,elementary,Corporate,107525,1,1,0,1.1199596774,36.243169399,12.888666816,0,0,0.6859270904,15385
0,OTHER,advanced,Corporate,82806,0,1,,,29.336297627,5.0897222846,,,8.7554757093,15389
0,2NDFL,beginner,VIP,128474,0,0,2,0.5995295699,31.281420765,0.7012725503,0,0,10.682094468,15398
0,2NDFL,elementary,,,0,1,3,0.5993727599,34.09175088,3.650273224,0,0,8.8451755371,15402
0,OTHER,elementary,Corporate,50000,0,1,1,0.3745071685,30.975342466,5.9506849315,0,0,10.364383562,15411
0,2NDFL,elementary,,299137,0,0,,,41.685687551,9.9370536717,,,10.805479452,15412
0,2NDFL,elementary,,47957,0,0,2,0.8625896057,26.416438356,1.7424657534,1,1,5.5095890411,15419
0,OTHER,elementary,Corporate,125042,0,1,,,42.926027397,5.2932105697,,,12.328729695,15421
0,OTHER,high,Corporate,33826,0,1,,,25.050183397,1.8712328767,,,2.9479452055,15428
0,2NDFL,elementary,,107159,0,0,0,-0.240389785,41.561741148,12.512328767,2,2,9.6547945205,15430
0,OTHER,advanced,Corporate,30868,0,1,1,0.923297491,41.226169623,0.325136612,1,1,3.3302792125,15443
0,2NDFL,advanced,,14080,0,0,1,0.6012096774,26.341238117,1.2015120892,0,0,6.3083614043,15445
0,OTHER,high,,87000,0,0,1,0.7918010753,26.060311401,3.4877086608,0,0,2.109626469,15448
0,OTHER,elementary,,150000,0,0,0,10.053203405,42.235616438,5.5068493151,1,1,10.282191781,15452
0,2NDFL,advanced,,135606,0,0,1,1,35.411003818,1.7096339546,1,1,9.7616887492,15456
0,OTHER,elementary,,20000,0,0,0,6.7321908602,27.17260274,0.6210045662,0,0,7.0684931507,15458
0,OTHER,beginner,Corporate,58900,0,0,,,25.357526761,5.3411333184,,,5.2810240287,15471
0,OTHER,advanced,,48000,0,0,,,49.462527135,1.6817052175,,,4.3611572723,15476
0,2NDFL,elementary,,61653,0,0,0,4.5371191756,34.202739726,10.926027397,0,0,9.5369863014,15477
0,2NDFL,elementary,,34800,0,0,0,0.1532482079,49.726027397,1.6273972603,0,0,4.6205554308,15481
0,OTHER,elementary,,217000,0,0,1,0.597468638,28.856845572,0.8212291339,3,3,7.7021857923,15486
0,2NDFL,elementary,,39150,0,0,,,36.88078449,3.1205479452,,,0.2301369863,15487
0,OTHER,elementary,,60000,0,0,1,0.7898521505,39.535519126,0.9505876188,0,0,7.9808743169,15493
0,2NDFL,elementary,,58913,0,0,,,28.534246575,0.4054794521,,,8.3452054795,15494
0,OTHER,beginner,Corporate,184223,0,1,1,0.6964829749,31.846994536,4.9225989969,0,0,9.426708586,15501
0,OTHER,advanced,Corporate,40709,0,0,0,50.635416667,27.323287671,4.2547945205,1,1,2.8602739726,15503
0,OTHER,elementary,,137500,0,0,,,29.816692866,3.9342465753,,,9.803031664,15507
0,OTHER,elementary,,40000,0,0,1,0.3112903226,30.734291489,2.3178531327,0,0,6.7068942286,15514
0,OTHER,advanced,Corporate,20361,0,1,0,9.0802867384,51.4,4.74508571,1,1,6.3890410959,15520
0,OTHER,advanced,Corporate,55349,0,1,,,30.139726027,0.8972677596,,,6.4876712329,15524
0,2NDFL,advanced,,17313,0,0,0,,32.634575941,3.5,0,0,10.3249869,15527
0,OTHER,elementary,Corporate,24145,0,1,0,,52.084931507,1.063462834,0,0,7.0630136986,15530
0,2NDFL,elementary,,54423,0,0,0,5.7596102151,50.868201213,0.3531327195,,,5.8161464181,15535
0,OTHER,advanced,,35000,0,0,0,0.6310707885,29.726027397,2.5616438356,0,0,3.9424657534,15536
0,OTHER,elementary,,140811,0,1,0,10.274148746,34.859046336,5.2015120892,0,0,9.0590463358,15543
0,OTHER,elementary,,56000,0,0,,,26.84109589,0.5123287671,,,6.7424657534,15552
0,OTHER,advanced,Corporate,78877,0,1,,,42.397260274,0.919035856,,,15.057534247,15553
0,2NDFL,advanced,,61322,0,0,0,7.3107078853,32.481495621,5.2055393368,1,1,0.2410584625,15557
0,OTHER,elementary,,43000,0,0,1,0.5364695341,48.068306011,3.9398907104,0,1,2.3175237667,15565
0,OTHER,elementary,Corporate,87877,0,1,1,0.21875,29.619178082,2.0301369863,0,0,4.6155400853,15567
0,OTHER,elementary,Corporate,87877,0,1,1,0.21875,29.619178082,2.0301369863,0,0,4.6155400853,15568
0,OTHER,elementary,Corporate,87877,0,1,1,0.21875,29.619178082,2.0301369863,0,0,4.6155400853,15569
0,OTHER,elementary,Corporate,87877,0,1,1,0.21875,29.619178082,2.0301369863,0,0,4.6155400853,15570
0,OTHER,elementary,,145000,0,0,1,1.4733646953,41.087581406,11.931693989,0,0,10.049225241,15576
0,2NDFL,elementary,,104400,0,0,0,5.0842293907,30.401699229,1.1962197769,1,1,9.8838910098,15577
0,OTHER,elementary,,50000,0,0,0,47.703427419,33.284647054,0.1038251366,0,0,10.153140205,15579
0,OTHER,elementary,Corporate,143239,0,1,0,0.7326164875,37.961643836,0.8037502807,0,0,13.931506849,15581
0,OTHER,advanced,Corporate,16359,0,1,,,30.526708586,0.4207650273,,,7.3787633805,15589
0,OTHER,advanced,Corporate,34000,0,1,,,43.58630137,5.3150684932,,,10.063013699,15594
0,OTHER,elementary,,45000,0,0,0,0.8913978495,26.719694588,0.3964069167,1,1,6.4375028071,15602
0,OTHER,advanced,,384000,0,0,0,0.9264112903,40.079452055,3.7068493151,0,1,7.0109589041,15612
0,OTHER,elementary,Corporate,48133,0,1,0,,26.937510293,1.0607979639,1,1,1.3101130324,15614
0,OTHER,elementary,Corporate,71180,0,1,1,0.6647401434,25.622913392,2.4749681862,0,0,5.5325024328,15621
0,2NDFL,elementary,,71958,0,0,0,,26.780732091,0.7396362003,,,6.7560745565,15623
0,OTHER,elementary,,120000,0,0,,,31.221917808,0.3753424658,,,10.835616438,15626
0,OTHER,high,,40000,0,0,0,0.7306227599,52.218579235,14.242091474,0,1,7.1571599671,15629
0,OTHER,elementary,,47000,0,0,,,50.590388502,19.078059735,,,5.5246350775,15630
0,OTHER,elementary,Corporate,53726,0,1,,,25.814215136,0.3032786885,,,5.4470918482,15642
0,OTHER,elementary,VIP,155000,0,0,1,1.2157706093,29.876023654,1.0732839284,0,0,0.1830601093,15644
0,OTHER,elementary,Corporate,57233,0,1,0,,29.127367318,4.7246275919,0,0,8.3852459016,15650
0,OTHER,elementary,Corporate,60825,0,1,2,0.4087141577,53.056134441,12.333333333,0,0,6.0725727974,15654
0,OTHER,elementary,Corporate,60825,0,1,2,0.4087141577,53.056134441,12.333333333,0,0,6.0725727974,15655
0,2NDFL,advanced,,101034,0,0,0,27.88561828,49.335234673,8.0573770492,0,0,4.2322404372,15656
0,OTHER,elementary,Corporate,122043,0,1,,,31.639344262,1.5931282282,,,9.1081967213,15661
0,2NDFL,advanced,,49008,0,0,,,48.252054795,5.2502657385,,,3.1452054795,15667
0,OTHER,elementary,Corporate,49172,0,1,2,0.6067428315,31.816438356,3.6684931507,0,2,9.7589041096,15671
0,OTHER,advanced,Corporate,37215,0,1,0,,37.035519126,3.7049180328,0,0,10.04647803,15676
0,2NDFL,elementary,,113100,0,0,2,0.4135976703,42.123003219,4.6901265065,2,2,8.0519125683,15684
0,OTHER,beginner,Corporate,80438,0,0,0,35.245676523,40.117808219,12.230136986,1,1,12.224657534,15690
0,2NDFL,beginner,,,0,1,1,0.6664426523,26.75136612,5.0719140654,0,0,6.526708586,15699
0,2NDFL,elementary,,58561,0,0,0,0.3747535842,30.856680889,3.5628415301,0,0,10.656680889,15709
0,OTHER,elementary,Corporate,9570,0,1,,,30.603578112,2.6090575642,,,9.7268657834,15713
0,2NDFL,advanced,,101843,0,0,1,0.8208109319,37.789041096,5.4278613669,1,1,12.722943334,15720
0,OTHER,elementary,Corporate,66626,0,1,0,,45.176338049,3.6064750356,1,1,0.0737704918,15728
0,OTHER,elementary,Corporate,16955,0,1,0,,30.506849315,4.3283404446,0,0,7.5068493151,15736
0,2NDFL,elementary,,26802,0,0,,,30.913324351,5.847570926,,,8.8366120219,15744
0,OTHER,elementary,Corporate,28258,0,0,1,-0.591733871,25.040032937,0.4054794521,1,1,0.3835616438,15749
0,OTHER,elementary,Corporate,16397,0,1,,,29.849352496,2.4657908526,,,9.0794894827,15753
0,OTHER,elementary,,40000,0,0,1,0.9843862007,47.535519126,7.5109289617,0,0,2.4424358111,15754
0,OTHER,elementary,,40000,0,0,1,0.9843862007,47.535519126,7.5109289617,0,0,2.4424358111,15755
0,OTHER,elementary,,38000,0,0,1,0.6344310036,31.457534247,9.5452054795,0,0,5.4054794521,15763
0,OTHER,advanced,Corporate,38509,0,1,,,28.823265214,0.8369264166,,,8.1479452055,15767
0,OTHER,elementary,,45000,0,0,2,0.5952732975,45.416438356,1.1753424658,0,0,0.0383561644,15775
0,OTHER,high,Corporate,27481,0,0,0,0.243234767,40.347945205,6.0767123288,1,1,0.4164383562,15780
0,OTHER,elementary,Corporate,155149,0,0,1,1.051859319,27.635616438,6.6712328767,1,1,7.501369863,15787
0,OTHER,elementary,Corporate,155149,0,0,1,1.051859319,27.635616438,6.6712328767,1,1,7.501369863,15788
0,OTHER,elementary,,55000,0,0,0,15.312880824,32.607934726,6.939441575,0,0,6.939441575,15789
0,OTHER,elementary,Corporate,64418,0,1,1,1.1735215054,25.682708287,2.1895576016,0,0,5.4470918482,15791
0,OTHER,advanced,Corporate,23773,0,1,0,16.886648746,44.076712329,2.6383561644,0,0,10.301369863,15798
0,OTHER,beginner,Corporate,76816,0,1,1,0.6065188172,26.183561644,4.4786136687,0,0,6.0904109589,15802
0,2NDFL,advanced,,26035,0,0,1,0.5642473118,36.987723632,2.7561643836,1,1,11.635616438,15805
0,2NDFL,advanced,,26035,0,0,1,0.5642473118,36.987723632,2.7561643836,1,1,11.635616438,15806
0,2NDFL,high,,41707,0,0,,,25.887581406,1.610869077,,,5.4848416798,15808
0,OTHER,elementary,Corporate,33521,0,0,,,32.764383562,0.5506849315,,,6.602739726,15809
0,OTHER,elementary,Corporate,71274,0,1,0,0.6707213262,26.388554533,3.5109289617,,,6.3255408339,15814
0,OTHER,advanced,,18000,0,0,,,46.715068493,11.432876712,,,1.7095890411,15819
0,OTHER,elementary,Corporate,68879,0,1,1,-0.787320789,36.526027397,3.7452054795,1,1,11.301369863,15823
0,2NDFL,advanced,,28711,0,0,2,1.2445116487,26.427434688,2.9452429074,0,0,5.4411333184,15829
0,OTHER,beginner,,80000,0,0,,,52.774084887,0.2082191781,,,7.704109589,15831
0,OTHER,elementary,Corporate,87350,0,1,0,71.347244624,34.003099034,6.5017291713,,,11.022277117,15839
0,2NDFL,beginner,,41760,0,0,,,32.57260274,1.226671158,,,3.9890410959,15840
0,OTHER,advanced,,50000,0,0,0,4.7579973118,29.647413729,1.6693315368,0,0,8.6202185792,15849
0,OTHER,elementary,,45000,0,0,,,31.580821918,0.2136986301,,,9.9648401826,15858
0,2NDFL,advanced,,16676,0,0,1,1.3708557348,56.117808219,34.342465753,1,1,11.106849315,15861
0,2NDFL,advanced,,51574,0,0,0,71.471998208,33.51027023,5.4746537915,,,11.334927764,15862
0,OTHER,elementary,,150000,0,0,0,0.3142473118,34.065753425,5.698630137,1,1,7.3534246575,15863
0,OTHER,advanced,,22000,0,1,0,3.6585797491,46.260273973,0.2301369863,1,1,1.2034882851,15890
0,OTHER,advanced,Corporate,25393,0,1,0,11.467786738,30.717808219,0.5313571375,1,1,9.9205479452,15905
0,OTHER,elementary,Corporate,54604,0,1,1,0.3450044803,31.393442623,3.5956284153,0,0,4.9748559024,15906
0,OTHER,beginner,Corporate,66257,0,1,0,0.4709005376,34.030653492,1.1101055468,2,2,7.6881877386,15913
0,OTHER,elementary,Corporate,31763,0,1,,,25.780335354,0.6049928887,,,5.6488285051,15915
0,OTHER,elementary,,75000,0,0,,,26.975342466,0.5863013699,,,6.4821917808,15917
0,OTHER,elementary,,75000,0,0,0,7.5976478495,28.175342466,4.0109589041,0,0,0.6835391871,15921
0,OTHER,elementary,Corporate,38651,0,1,1,1.2100582437,29.244823714,3.7978142077,0,0,9.0229059061,15925
0,OTHER,advanced,Corporate,75554,0,1,,,38.795867954,8.150273224,,,8.5109364473,15931
0,OTHER,advanced,Corporate,28938,0,1,3,0.2730734767,39.721311475,3.7950819672,0,0,9.0208773112,15934
0,OTHER,advanced,Corporate,28938,0,1,3,0.2730734767,39.721311475,3.7950819672,0,0,9.0208773112,15935
0,2NDFL,advanced,,44978,0,0,1,0.7676075269,57.101085411,28.355879931,0,0,11.568306011,15939
0,OTHER,beginner,Corporate,49159,0,1,4,0.4078181004,31.655737705,4.1666666667,0,0,11.066749008,15944
0,OTHER,beginner,Corporate,49159,0,1,4,0.4078181004,31.655737705,4.1666666667,0,0,11.066749008,15945
0,OTHER,advanced,Corporate,43935,0,1,,,36.309102478,5.7638969983,,,11.191256831,15950
0,2NDFL,advanced,,17400,0,0,1,0.9217293907,27.912568306,2.4827082865,0,0,1.6498315742,15959
0,2NDFL,elementary,,26358,0,0,0,,43.147945205,1.6794520548,0,0,9.3105247399,15960
0,OTHER,beginner,VIP,493191,0,1,0,4.8637096774,39.433872296,1.0064750356,1,1,0.150273224,15962
0,OTHER,elementary,Corporate,68092,0,1,0,18.891913082,25.498532824,0.471135564,0,0,3.4781420765,15966
0,OTHER,high,,63000,0,0,0,2.3060707885,42.63291414,2.2219552362,0,0,9.1753798937,15968
0,OTHER,advanced,,50000,0,0,0,3.9892473118,44.175207725,0.6724754847,1,1,9.2082191781,15970
0,OTHER,elementary,Corporate,140871,0,1,0,1,40.558679542,5.228078449,1,1,11.02739726,15973
0,OTHER,elementary,Corporate,140871,0,1,0,1,40.558679542,5.228078449,1,1,11.02739726,15974
0,OTHER,elementary,Corporate,52362,0,1,0,0.3021729391,27.076712329,0.9183920952,0,0,1.3917808219,15979
0,OTHER,elementary,Corporate,96425,0,1,0,10.567697133,32.765221948,1.0282356464,0,0,7.9672131148,15984
0,OTHER,elementary,,23000,0,0,0,,48.55224942,6.0383561644,0,0,3.5150684932,16001
0,OTHER,elementary,,44000,0,0,0,5.8637544803,42.479452055,3.9260273973,0,0,10.482191781,16003
0,OTHER,elementary,,104000,0,0,0,0.5359767025,25.142368441,0.2409985777,0,1,4.7012725503,16007
0,OTHER,high,,40000,0,0,0,12.336155914,30.430136986,0.2052623699,0,0,6.1835616438,16009
0,2NDFL,elementary,,25437,0,0,0,7.2759856631,32.360790478,2.1498315742,0,0,9.6018863687,16011
0,OTHER,elementary,,129978,0,1,0,27.467697133,32.426229508,0.5491803279,0,0,10.775379894,16012
0,OTHER,elementary,,70000,0,0,1,0.2112679211,35.761643836,4.6383561644,1,1,11.202739726,16015
0,OTHER,elementary,Corporate,54778,0,1,0,,25.775342466,0.7107268508,0,0,5.602739726,16016
0,OTHER,elementary,,32450,0,0,,,26.424657534,1.602739726,,,6.2301369863,16018
0,OTHER,beginner,,80000,0,0,1,0.539516129,28.832584774,2.0216258702,0,1,8.3805299798,16025
0,2NDFL,elementary,,30449,0,1,,,49.017591137,28.126027397,,,3.9369863014,16026
0,2NDFL,elementary,,17501,0,0,1,0.5975582437,46.515068493,1.3945205479,0,0,1.4712328767,16036
0,OTHER,beginner,Corporate,80299,0,1,2,0.6392697133,30.094146268,1.6667490082,0,0,9.055790104,16045
0,OTHER,elementary,Corporate,184194,0,1,0,8.6256048387,31.855191257,4.0273224044,0,0,10.629283629,16060
0,OTHER,elementary,Corporate,184194,0,1,0,8.6256048387,31.855191257,4.0273224044,0,0,10.629283629,16062
0,OTHER,elementary,,25000,0,0,0,,36.47019238,2.0208773112,0,0,6.2893704619,16063
0,OTHER,elementary,Corporate,54791,0,1,0,1.4103718638,43.606557377,4.4241709709,0,0,10.865266861,16075
0,OTHER,advanced,Corporate,68654,0,1,0,2.628203405,34.326027397,6.2931506849,0,0,10.575342466,16082
0,OTHER,advanced,Corporate,68654,0,1,0,2.628203405,34.326027397,6.2931506849,0,0,10.575342466,16084
0,OTHER,elementary,Corporate,40000,0,1,1,0.3815188172,47.402739726,5.3698630137,0,0,2.3205479452,16087
0,OTHER,elementary,Corporate,37350,0,1,0,4.7612455197,28.024590164,1.3950370537,0,0,7.532023355,16088
0,2NDFL,elementary,,87174,0,0,,,30.147945205,5.4164982409,,,9.8301369863,16090
0,2NDFL,elementary,,,0,0,1,0.4741487455,30.312328767,5.695890411,1,1,10.254794521,16093
0,2NDFL,elementary,,,0,0,1,0.4741487455,30.312328767,5.695890411,1,1,10.254794521,16094
0,OTHER,advanced,Corporate,46883,0,1,,,27.780821918,2.2657534247,,,6.4136986301,16100
0,OTHER,elementary,Corporate,90293,0,1,0,,53.091092148,9.4061606408,0,0,8.087431694,16134
0,2NDFL,elementary,,50817,0,0,0,5.9199148746,33.123325099,2.6575716745,1,1,8.6092896175,16142
0,OTHER,elementary,,35000,0,0,1,0.9227822581,37.304109589,1.5643835616,0,0,7.8904109589,16143
0,2NDFL,beginner,,23814,0,0,1,1.0867607527,34.633393218,2.230653492,0,0,9.3840781496,16152
0,2NDFL,advanced,,32302,0,0,,,44.604251815,0.5412381166,,,10.346717569,16157
0,OTHER,advanced,Corporate,71728,0,1,,,39.205995958,0.3633879781,,,14.058050752,16158
0,OTHER,elementary,Corporate,32424,0,1,2,0.3425851254,33.439351748,7.8032786885,0,0,10.074968186,16168
0,OTHER,elementary,Corporate,32424,0,1,2,0.3425851254,33.439351748,7.8032786885,0,0,10.074968186,16169
0,2NDFL,elementary,,58438,0,0,0,36.541218638,36.798600195,1.0171794296,1,1,14.928767123,16172
0,OTHER,elementary,,30000,0,0,0,,29.740085336,5.8441949248,1,1,8.7786885246,16177
0,OTHER,elementary,Corporate,67810,0,1,,,32.482191781,5.3959278389,,,11.252054795,16179
0,OTHER,elementary,,39000,0,0,0,,27.838797814,2.6684033236,0,0,7.5163934426,16182
0,OTHER,elementary,,45000,0,0,0,2.470094086,31.994535519,2.226543903,0,0,9.823804177,16190
0,2NDFL,elementary,,70263,0,0,,,46.643835616,7.0849315068,,,1.5095890411,16192
